time_ref,account,code,country_code,product_type,value,status,date
201612,Exports,00,AE,Goods,1.82929491E8,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,AF,Goods,3682.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,AG,Goods,243084.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,AI,Goods,52937.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,AM,Goods,6278011.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,AO,Goods,3511123.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,AQ,Goods,129296.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,AR,Goods,4124636.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,AS,Goods,7406727.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,AT,Goods,5666535.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,AU,Goods,2.139750599E9,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,AW,Goods,435173.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,AZ,Goods,1.1006615E7,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,BB,Goods,5665258.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,BD,Goods,5.3406427E7,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,BE,Goods,4.4104299E7,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,BF,Goods,503593.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,BG,Goods,4297542.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,BH,Goods,1.2043666E7,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,BJ,Goods,296230.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,BM,Goods,4113541.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,BN,Goods,1057967.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,BO,Goods,1039873.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,BR,Goods,1.7377817E7,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,BS,Goods,357224.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,BT,Goods,231638.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,BW,Goods,29099.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,BY,Goods,87425.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,BZ,Goods,99487.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,CA,Goods,1.24906455E8,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,CD,Goods,2823705.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,CG,Goods,1651631.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,CH,Goods,1.713157E7,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,CI,Goods,6916914.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,CK,Goods,2.8531136E7,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,CL,Goods,4.1333241E7,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,CM,Goods,4548497.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,CN,Goods,2.769847597E9,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,CO,Goods,5502575.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,CR,Goods,2458146.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,CU,Goods,6253849.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,CW,Goods,213207.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,CY,Goods,1925179.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,CZ,Goods,3398202.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,DE,Goods,1.4883116E8,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,DJ,Goods,1334171.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,DK,Goods,4.3230021E7,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,DO,Goods,6000736.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,DZ,Goods,3.02123905E8,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,EC,Goods,2872548.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,EE,Goods,1013924.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,EG,Goods,1.01786643E8,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,ER,Goods,9223.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,ES,Goods,1.956677E7,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,ET,Goods,37293.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,FI,Goods,3797133.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,FJ,Goods,1.13809837E8,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,FK,Goods,24586.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,FM,Goods,1064456.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,FO,Goods,1146788.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,FR,Goods,6.9537629E7,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,GA,Goods,405713.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,GB,Goods,2.96460465E8,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,GD,Goods,563290.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,GE,Goods,1343822.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,GF,Goods,148560.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,GH,Goods,5026704.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,GI,Goods,168976.0,F,2016-12-01T00:00:00.000+01:00
201612,Exports,00,GL,Goods,5577.0,F,2016-12-01T00:00:00.000+01:00
