time_ref,account,code,country_code,product_type,value,status,date
202106,Imports,00,AD,Goods,2856.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,AE,Goods,6.63945231E8,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,AF,Goods,27537.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,AG,Goods,1855799.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,AI,Goods,57543.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,AL,Goods,144378.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,AM,Goods,64780.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,AO,Goods,3688.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,AR,Goods,5.4264266E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,AS,Goods,12359.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,AT,Goods,8.4406608E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,AU,Goods,1.767103503E9,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,AW,Goods,284.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,AZ,Goods,91073.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,BA,Goods,1043261.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,BB,Goods,195584.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,BD,Goods,4.4686058E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,BE,Goods,1.49047544E8,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,BF,Goods,3087.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,BG,Goods,3927665.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,BH,Goods,3040998.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,BI,Goods,38961.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,BN,Goods,7.22351E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,BO,Goods,344681.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,BR,Goods,5.6309409E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,BS,Goods,557.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,BW,Goods,584.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,BY,Goods,1612269.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,BZ,Goods,460925.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CA,Goods,1.79546337E8,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CC,Goods,3692.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CD,Goods,9587.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CF,Goods,3902.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CG,Goods,530.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CH,Goods,1.00767411E8,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CI,Goods,258556.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CK,Goods,199974.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CL,Goods,2.0461047E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CM,Goods,25564.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CN,Goods,3.26695612E9,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CO,Goods,5144062.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CR,Goods,1.4052718E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CU,Goods,66117.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CW,Goods,701.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CX,Goods,1890.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CY,Goods,2503030.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,CZ,Goods,5.8622918E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,DE,Goods,7.78154496E8,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,DJ,Goods,1131.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,DK,Goods,6.0071475E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,DM,Goods,1357.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,DO,Goods,3486111.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,DZ,Goods,3.9967046E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,EC,Goods,1.4153249E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,EE,Goods,2819789.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,EG,Goods,3329585.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,ER,Goods,822.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,ES,Goods,1.05386942E8,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,ET,Goods,976990.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,FI,Goods,4.1568104E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,FJ,Goods,1.3555523E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,FM,Goods,3419.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,FO,Goods,3373.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,FR,Goods,2.30449165E8,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,GA,Goods,272744.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,GB,Goods,4.16271974E8,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,GD,Goods,716.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,GE,Goods,388017.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,GF,Goods,435.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,GH,Goods,2308885.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,GM,Goods,836.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,GN,Goods,218820.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,GP,Goods,57889.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,GR,Goods,1.4979833E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,GS,Goods,410.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,GT,Goods,1.305683E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,GU,Goods,10066.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,GY,Goods,767962.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,HK,Goods,2.4212174E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,HN,Goods,3515466.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,HR,Goods,1214273.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,HT,Goods,107330.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,HU,Goods,4.4089275E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,ID,Goods,3.1474166E8,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,IE,Goods,5.735045E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,IL,Goods,3.461431E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,IN,Goods,1.96907212E8,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,IQ,Goods,42873.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,IR,Goods,659150.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,IS,Goods,1626661.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,IT,Goods,3.18795015E8,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,JM,Goods,1886889.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,JO,Goods,875075.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,JP,Goods,9.74474172E8,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,KE,Goods,751382.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,KG,Goods,222.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,KH,Goods,6682929.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,KI,Goods,100.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,KM,Goods,283.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,KR,Goods,5.87137508E8,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,KW,Goods,2.3304271E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,KY,Goods,39123.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,KZ,Goods,16070.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,LA,Goods,889674.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,LB,Goods,151917.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,LC,Goods,1394.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,LI,Goods,715582.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,LK,Goods,1.2515708E7,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,LR,Goods,343.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,LS,Goods,11315.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,LT,Goods,7631861.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,LU,Goods,2930939.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,LV,Goods,5297748.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,MA,Goods,8424812.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,MC,Goods,61526.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,MD,Goods,158602.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,ME,Goods,11435.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,MG,Goods,1213569.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,MH,Goods,12249.0,F,2021-06-01T00:00:00.000+02:00
202106,Imports,00,MK,Goods,132212.0,F,2021-06-01T00:00:00.000+02:00
