time_ref,account,code,country_code,product_type,value,status,date
202003,Exports,00,AE,Goods,2.77953549E8,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,AF,Goods,9655.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,AG,Goods,830746.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,AL,Goods,257440.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,AO,Goods,90240.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,AQ,Goods,93754.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,AR,Goods,7534440.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,AS,Goods,5892159.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,AT,Goods,5180114.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,AU,Goods,2.058448059E9,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,AW,Goods,564629.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,AZ,Goods,7588640.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,BA,Goods,33250.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,BB,Goods,1.0259602E7,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,BD,Goods,1.45545506E8,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,BE,Goods,5.2598479E7,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,BF,Goods,2659.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,BG,Goods,5874918.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,BH,Goods,8698482.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,BJ,Goods,578230.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,BM,Goods,1577610.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,BN,Goods,1601000.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,BO,Goods,28575.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,BR,Goods,1.7928937E7,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,BS,Goods,737079.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,BT,Goods,60545.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,BW,Goods,45692.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,BY,Goods,685143.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,BZ,Goods,154064.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,CA,Goods,2.1733316E8,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,CD,Goods,530024.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,CF,Goods,10012.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,CG,Goods,1744393.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,CH,Goods,3.8702364E7,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,CI,Goods,4370536.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,CK,Goods,2.5979653E7,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,CL,Goods,3.9633603E7,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,CM,Goods,1.8375853E7,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,CN,Goods,3.787502689E9,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,CO,Goods,3371598.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,CR,Goods,5492806.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,CU,Goods,4.9582261E7,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,CW,Goods,189752.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,CX,Goods,221420.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,CY,Goods,5757245.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,CZ,Goods,7593722.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,DE,Goods,2.75095827E8,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,DJ,Goods,544214.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,DK,Goods,2.4684637E7,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,DO,Goods,5284421.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,DZ,Goods,1.56290715E8,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,EC,Goods,2213721.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,EE,Goods,1882050.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,EG,Goods,8.0589847E7,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,ES,Goods,5.0955932E7,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,ET,Goods,837613.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,FI,Goods,4495326.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,FJ,Goods,9.8700596E7,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,FK,Goods,16139.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,FM,Goods,497061.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,FO,Goods,1252748.0,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,FR,Goods,1.1367419E8,F,2020-03-01T00:00:00.000+01:00
202003,Exports,00,GA,Goods,171511.0,F,2020-03-01T00:00:00.000+01:00
