time_ref,account,code,country_code,product_type,value,status,date
201412,Imports,00,AE,Goods,1.41788041E8,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,AF,Goods,10819.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,AG,Goods,22977.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,AI,Goods,18591.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,AL,Goods,40678.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,AM,Goods,16951.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,AO,Goods,1068.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,AR,Goods,4.9904355E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,AS,Goods,419336.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,AT,Goods,5.4278047E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,AU,Goods,1.658102117E9,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,AZ,Goods,15532.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,BA,Goods,145206.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,BB,Goods,104815.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,BD,Goods,1.5863868E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,BE,Goods,7.3156267E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,BG,Goods,4674039.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,BH,Goods,1197570.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,BM,Goods,1022109.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,BN,Goods,4.6959037E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,BO,Goods,1164807.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,BR,Goods,3.8673213E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,BS,Goods,865.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,BT,Goods,3738.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,BW,Goods,294.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,BY,Goods,1.0514838E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,BZ,Goods,1527.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CA,Goods,1.32142709E8,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CC,Goods,4146.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CD,Goods,216068.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CF,Goods,3103.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CG,Goods,1786.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CH,Goods,8.0064287E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CI,Goods,512748.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CK,Goods,113978.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CL,Goods,2.8647518E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CM,Goods,494512.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CN,Goods,2.476754615E9,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CO,Goods,6436888.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CR,Goods,2145182.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CU,Goods,326964.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CV,Goods,69642.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CX,Goods,1624748.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CY,Goods,432651.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,CZ,Goods,2.3955957E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,DE,Goods,6.1038157E8,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,DJ,Goods,927.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,DK,Goods,5.6370926E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,DM,Goods,6108.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,DO,Goods,1953363.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,DZ,Goods,10383.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,EC,Goods,1.0920988E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,EE,Goods,792965.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,EG,Goods,1092054.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,EH,Goods,333.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,ES,Goods,1.58764247E8,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,ET,Goods,2246772.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,FI,Goods,3.7388357E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,FJ,Goods,1.4138454E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,FR,Goods,3.02895508E8,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,GA,Goods,19.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,GB,Goods,3.37282905E8,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,GE,Goods,45527.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,GH,Goods,599194.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,GM,Goods,417.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,GN,Goods,209904.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,GP,Goods,59185.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,GR,Goods,7611156.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,GT,Goods,565261.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,GU,Goods,62865.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,GY,Goods,1003478.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,HK,Goods,3.8583295E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,HN,Goods,1108717.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,HR,Goods,766634.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,HT,Goods,177745.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,HU,Goods,1.6432608E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,ID,Goods,1.96177318E8,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,IE,Goods,6.0170165E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,IL,Goods,3.2773807E7,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,IN,Goods,1.38976968E8,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,IO,Goods,31.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,IR,Goods,807453.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,IS,Goods,215573.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,IT,Goods,2.46408466E8,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,JM,Goods,1971533.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,JO,Goods,215188.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,JP,Goods,8.3416015E8,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,KE,Goods,821844.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,KG,Goods,286.0,F,2014-12-01T00:00:00.000+01:00
201412,Imports,00,KH,Goods,3341997.0,F,2014-12-01T00:00:00.000+01:00
